207	 4.282479	 44.788556
208	 4.292852	 45.901140
209	 4.281770	 47.090673
210	 4.270160	 48.373334
211	 4.279056	 49.729107
212	 4.266473	 51.212899
213	 4.273574	 52.884798
214	 4.259384	 54.725896
215	 4.245297	 56.664079
216	 4.251242	 58.786120
217	 4.236451	 61.092583
218	 4.243393	 63.314097
219	 4.229563	 65.745389
220	 4.236332	 68.252788
221	 4.223070	 70.875509
222	 4.209965	 73.626502
223	 4.216746	 76.571059
224	 4.203187	 79.779113
225	 4.189243	 83.312916
226	 4.194052	 87.415253
227	 4.179163	 91.835533
228	 4.182578	 97.130100
229	 4.164744	 103.629003
230	 4.165437	 111.471328
231	 4.147450	 120.145523
232	 4.131898	 128.768868
233	 4.131933	 141.249446
234	 4.132752	 155.664941
235	 4.116868	 170.731132
236	 4.121946	 186.444783
237	 4.106803	 206.907971
238	 4.093218	 229.293441
239	 4.096219	 262.006933
240	 4.099756	 303.387025
241	 4.084896	 358.600877
242	 4.089721	 431.748525
243	 4.096135	 526.891818
244	 4.103637	 661.359368
245	 4.113201	 844.683229
246	 4.126287	 1027.892257
247	 4.122391	 1230.798940
248	 4.137802	 1453.126812
249	 4.135136	 1726.287824
250	 4.151351	 2015.354260
251	 4.148668	 2495.901866
252	 4.163685	 3480.543109
253	 4.160405	 5706.130046
254	 4.177656	 7120.964817
255	 -nan	 -0.000000
