0	 0.000000	 1.998227
1	 0.000000	 2.016410
2	 0.000000	 2.024502
3	 0.000000	 2.043355
4	 1.225194	 2.095845
5	 1.227855	 2.106946
6	 1.244995	 2.143352
7	 1.263578	 2.199894
8	 1.281563	 2.244917
9	 1.355586	 2.414109
10	 1.375563	 2.463309
11	 1.393648	 2.492707
12	 1.414529	 2.548556
13	 1.434982	 2.597901
14	 1.457100	 2.659943
15	 1.478773	 2.714917
16	 1.516948	 2.775710
17	 1.540816	 2.841693
18	 1.562926	 2.891282
19	 1.584440	 2.935039
20	 1.607270	 2.987106
21	 1.630468	 3.039952
22	 1.655176	 3.101012
23	 1.679475	 3.156765
24	 1.702576	 3.202995
25	 1.726796	 3.255091
26	 1.751110	 3.306199
27	 1.757952	 3.348753
28	 1.781244	 3.392043
29	 1.805699	 3.441509
30	 1.829839	 3.487976
31	 1.853957	 3.533423
32	 1.861944	 3.580925
33	 1.887586	 3.633783
34	 1.912234	 3.679754
35	 1.936528	 3.723019
36	 1.944220	 3.767471
37	 1.970033	 3.818519
38	 1.995832	 3.868473
39	 2.021343	 3.915974
40	 2.029259	 3.960641
41	 2.054022	 4.003307
42	 2.062478	 4.051312
43	 2.088227	 4.098896
44	 2.113902	 4.145557
45	 2.121731	 4.190085
46	 2.147358	 4.236175
47	 2.174248	 4.288934
48	 2.184148	 4.345176
49	 2.212379	 4.404025
50	 2.239781	 4.457280
51	 2.249109	 4.509459
52	 2.276342	 4.561031
53	 2.303220	 4.610233
54	 2.312180	 4.660759
55	 2.339642	 4.713008
56	 2.366949	 4.764060
57	 2.375694	 4.814088
58	 2.402979	 4.865070
59	 2.411428	 4.914334
60	 2.438452	 4.964142
61	 2.447032	 5.015382
62	 2.474465	 5.068048
63	 2.482909	 5.119682
64	 2.510215	 5.172151
65	 2.518643	 5.225128
66	 2.546907	 5.284218
67	 2.575380	 5.344476
68	 2.584288	 5.401994
69	 2.612691	 5.462257
70	 2.622154	 5.524698
71	 2.650966	 5.587954
72	 2.681207	 5.660339
73	 2.690983	 5.725870
74	 2.720464	 5.793116
75	 2.730506	 5.861592
76	 2.760454	 5.932136
77	 2.790475	 6.002953
78	 2.800763	 6.074494
79	 2.830794	 6.145597
80	 2.841081	 6.218487
81	 2.871476	 6.292516
82	 2.881748	 6.366709
83	 2.912199	 6.441629
84	 2.942879	 6.518245
85	 2.953581	 6.597685
86	 2.984799	 6.678628
87	 2.995558	 6.759897
88	 3.026940	 6.842448
89	 3.058291	 6.924760
90	 3.069001	 7.007890
91	 3.100089	 7.089036
92	 3.110281	 7.170459
93	 3.141320	 7.252735
94	 3.151479	 7.336650
95	 3.182560	 7.421021
96	 3.192287	 7.504380
97	 3.223094	 7.588714
98	 3.232519	 7.673098
99	 3.263292	 7.759925
100	 3.272692	 7.848075
101	 3.303398	 7.937273
102	 3.312641	 8.028268
103	 3.343535	 8.122586
104	 3.352712	 8.217381
105	 3.383154	 8.310577
106	 3.391773	 8.404777
107	 3.422082	 8.500996
108	 3.430558	 8.599468
109	 3.460835	 8.700122
110	 3.469072	 8.801992
111	 3.498878	 8.902187
112	 3.506983	 9.009628
113	 3.536614	 9.113343
114	 3.544045	 9.219529
115	 3.573515	 9.328072
116	 3.580383	 9.434780
117	 3.609250	 9.542492
118	 3.615756	 9.653927
119	 3.644468	 9.768588
120	 3.650451	 9.882074
121	 3.678549	 9.996368
122	 3.683948	 10.111935
123	 3.711456	 10.227212
124	 3.716390	 10.348612
125	 3.745180	 10.509020
126	 3.749782	 10.632585
127	 3.776702	 10.758266
128	 3.780737	 10.886353
129	 3.807155	 11.017491
130	 3.810557	 11.148624
131	 3.814404	 11.310209
132	 3.840054	 11.445116
133	 3.842662	 11.582284
134	 3.867977	 11.736663
135	 3.870202	 11.889323
136	 3.894672	 12.029693
137	 3.896023	 12.173920
138	 3.919782	 12.319359
139	 3.920358	 12.464454
140	 3.920554	 12.614837
141	 3.943159	 12.768893
142	 3.942587	 12.920054
143	 3.964385	 13.076041
144	 3.963005	 13.232141
145	 3.961209	 13.391110
146	 3.981720	 13.555727
147	 3.979025	 13.725518
148	 3.975966	 13.895679
149	 3.995076	 14.075606
150	 3.990717	 14.277402
151	 4.008117	 14.511141
152	 4.021989	 14.934073
153	 4.057901	 16.142995
154	 4.081026	 16.379077
155	 4.081373	 16.625216
156	 4.104030	 16.873735
157	 4.103882	 17.122781
158	 4.103468	 17.373648
159	 4.125320	 17.629116
160	 4.124347	 17.887882
161	 4.145609	 18.153981
162	 4.144048	 18.426061
163	 4.164698	 18.707406
164	 4.162561	 18.992705
165	 4.182591	 19.290157
166	 4.179850	 19.595015
167	 4.199315	 19.904804
168	 4.195966	 20.230067
169	 4.192301	 20.570841
170	 4.210773	 20.924142
171	 4.206602	 21.287847
172	 4.224493	 21.669569
173	 4.219855	 22.059169
174	 4.237427	 22.450485
175	 4.232472	 22.851862
176	 4.249599	 23.260678
177	 4.244161	 23.687600
178	 4.260695	 24.128937
179	 4.254833	 24.582098
180	 4.270846	 25.054620
181	 4.264565	 25.538357
182	 4.280295	 26.026528
183	 4.273714	 26.531545
184	 4.266862	 27.059504
185	 4.281849	 27.600374
186	 4.274571	 28.167305
187	 4.289067	 28.749573
188	 4.281563	 29.344808
189	 4.295881	 29.944549
190	 4.287926	 30.586089
191	 4.301763	 31.231245
192	 4.293842	 31.882656
193	 4.307350	 32.558754
194	 4.298803	 33.275398
195	 4.290236	 34.005293
196	 4.303162	 34.747826
197	 4.294230	 35.528089
198	 4.306393	 36.353000
199	 4.297317	 37.172791
200	 4.309502	 38.012274
201	 4.300174	 38.877478
202	 4.290556	 39.785173
203	 4.301942	 40.728691
204	 4.292241	 41.674579
205	 4.303498	 42.649925
206	 4.293126	 43.693134
